5.0 4.0 3.0 2.0 1
3.0 2.0 2.0 6.0 1
2.0 1.0 2.0 4.0 2
4.0 2.0 3.0 4.0 2
2.0 2.0 2.0 4.0 2
2.0 1.0 4.0 4.0 2
3.0 4.0 4.0 3.0 2
2.0 1.0 3.0 4.0 2
2.0 1.0 4.0 5.0 2
5.0 3.0 2.0 2.0 2
2.0 2.0 3.0 4.0 2
6.0 3.0 4.0 5.0 3
4.0 3.0 4.0 6.0 3
4.0 3.0 3.0 5.0 3
4.0 3.0 3.0 5.0 3
4.0 4.0 3.0 3.0 3
4.0 2.0 4.0 5.0 3
2.0 3.0 5.0 4.0 3
3.0 1.0 4.0 4.0 3
4.0 3.0 3.0 3.0 3
4.0 5.0 4.0 5.0 3
3.0 3.0 3.0 5.0 3
3.0 3.0 4.0 5.0 3
3.0 3.0 3.0 5.0 3
2.0 2.0 4.0 5.0 3
4.0 3.0 3.0 4.0 3
4.0 5.0 3.0 4.0 3
4.0 4.0 5.0 5.0 3
4.0 4.0 5.0 5.0 3
4.0 4.0 3.0 3.0 3
2.0 2.0 2.0 5.0 3
3.0 3.0 5.0 4.0 3
4.0 3.0 4.0 5.0 3
7.0 4.0 4.0 5.0 3
4.0 5.0 3.0 5.0 3
4.0 3.0 4.0 4.0 3
5.0 5.0 4.0 4.0 3
6.0 5.0 4.0 4.0 3
4.0 3.0 4.0 5.0 3
4.0 2.0 3.0 4.0 3
6.0 6.0 4.0 4.0 4
5.0 4.0 5.0 5.0 4
4.0 3.0 5.0 5.0 4
4.0 4.0 4.0 5.0 4
6.0 4.0 5.0 5.0 4
5.0 4.0 4.0 5.0 4
4.0 3.0 5.0 6.0 4
6.0 6.0 6.0 4.0 4
4.0 3.0 4.0 4.0 4
6.0 3.0 5.0 5.0 4
4.0 4.0 5.0 5.0 4
2.0 3.0 3.0 6.0 4
5.0 6.0 4.0 5.0 4
5.0 4.0 4.0 5.0 4
4.0 4.0 4.0 6.0 4
4.0 3.0 4.0 6.0 4
6.0 6.0 3.0 5.0 4
4.0 4.0 4.0 6.0 4
4.0 6.0 4.0 5.0 4
5.0 3.0 5.0 6.0 4
3.0 4.0 4.0 5.0 4
4.0 3.0 5.0 6.0 4
