225 2 5
1 1 2 2 2 2 2 
0.15261 0.99562 1 0 0 0 0
0.963 0.096605 1 0 0 0 0
0.020626 0.83245 1 0 0 0 0
0.87143 0.069843 1 0 0 0 0
0.019382 0.93832 1 0 0 0 0
0.015836 0.85092 1 0 0 0 0
0.007155 0.84027 1 0 0 0 0
0.83715 0.011609 1 0 0 0 0
0.92369 0.045739 1 0 0 0 0
0.61756 0.92275 0 0 0 1 0
0.67603 0.97652 0 0 0 1 0
0.062849 0.41095 0 0 0 1 0
0.58132 0.8819 0 0 0 1 0
0.97992 0.66519 0 0 0 1 0
0.028138 0.43011 0 0 0 1 0
0.5794 0.83574 0 0 0 1 0
0.24295 0.16515 0 0 0 1 0
0.7736 0.61679 0 0 0 1 0
0.5902 0.98591 0 0 0 1 0
0.69101 0.91796 0 0 0 1 0
0.40407 0.08235 0 0 0 1 0
0.35489 0.2831 0 0 0 1 0
0.91325 0.6191 0 0 0 1 0
0.61186 0.9068 0 0 0 1 0
0.20858 0.17285 0 0 0 1 0
0.64343 0.71977 0 0 0 1 0
0.078315 0.70913 0 1 0 0 0
0.37972 0.93307 0 1 0 0 0
0.83815 0.39471 0 1 0 0 0
0.70564 0.22936 0 1 0 0 0
0.036376 0.62881 0 1 0 0 0
0.54468 0.1553 0 1 0 0 0
0.61358 0.025339 0 1 0 0 0
0.62432 0.18227 0 1 0 0 0
0.32795 0.58847 0 1 0 0 0
0.20313 0.60588 0 1 0 0 0
0.29019 0.91512 0 1 0 0 0
0.58061 0.085175 0 1 0 0 0
0.080171 0.57122 0 1 0 0 0
0.87536 0.38186 0 1 0 0 0
0.92795 0.3365 0 1 0 0 0
0.40904 0.63785 0 1 0 0 0
0.402 0.78104 0 1 0 0 0
0.73046 0.27521 0 1 0 0 0
0.64906 0.20373 0 1 0 0 0
0.59779 0.30524 0 1 0 0 0
0.097105 0.74012 0 1 0 0 0
0.24669 0.60274 0 1 0 0 0
0.16598 0.18197 0 0 0 0 1
0.82474 0.81971 0 0 0 0 1
0.15833 0.091409 0 0 0 0 1
0.2381 0.006836 0 0 0 0 1
0.91389 0.79736 0 0 0 0 1
0.010545 0.11348 0 0 0 0 1
0.91128 0.98128 0 0 0 0 1
0.064857 0.44928 0 0 1 0 0
0.41635 0.51793 0 0 1 0 0
0.51944 0.11964 0 0 1 0 0
0.63734 0.47111 0 0 1 0 0
0.78916 0.4887 0 0 1 0 0
0.75376 0.51658 0 0 1 0 0
0.46602 0.48453 0 0 1 0 0
0.76472 0.50544 0 0 1 0 0
0.50856 0.495 0 0 1 0 0
0.3877 0.41387 0 0 1 0 0
0.29175 0.40189 0 0 1 0 0
0.62095 0.64853 0 0 1 0 0
0.30128 0.49926 0 0 1 0 0
0.42973 0.53427 0 0 1 0 0
0.52608 0.91331 0 0 1 0 0
0.48145 0.77831 0 0 1 0 0
0.5059 0.69643 0 0 1 0 0
0.26351 0.43182 0 0 1 0 0
0.47453 0.62063 0 0 1 0 0
0.77788 0.47279 0 0 1 0 0
0.90211 0.14369 1 0 0 0 0
0.872 0.04329 1 0 0 0 0
0.082818 0.96646 1 0 0 0 0
0.77535 0.050562 1 0 0 0 0
0.19369 0.96696 1 0 0 0 0
0.11247 0.8134 1 0 0 0 0
0.066426 0.86221 1 0 0 0 0
0.031443 0.83786 1 0 0 0 0
0.25657 0.9355 1 0 0 0 0
0.2936 0.023302 0 0 0 1 0
0.25285 0.37841 0 0 0 1 0
0.34327 0.065282 0 0 0 1 0
0.28639 0.37805 0 0 0 1 0
0.049606 0.30457 0 0 0 1 0
0.19576 0.2489 0 0 0 1 0
0.84118 0.58069 0 0 0 1 0
0.613 0.9215 0 0 0 1 0
0.10017 0.3509 0 0 0 1 0
0.88071 0.61324 0 0 0 1 0
0.2974 0.091541 0 0 0 1 0
0.3859 0.12815 0 0 0 1 0
0.1888 0.28186 0 0 0 1 0
0.23868 0.38973 0 0 0 1 0
0.88289 0.6164 0 0 0 1 0
0.21131 0.3085 0 0 0 1 0
0.70509 0.78691 0 0 0 1 0
0.34338 0.76749 0 1 0 0 0
0.90869 0.3058 0 1 0 0 0
0.58668 0.35135 0 1 0 0 0
0.84541 0.27148 0 1 0 0 0
0.39228 0.64824 0 1 0 0 0
0.55236 0.25757 0 1 0 0 0
0.12416 0.70061 0 1 0 0 0
0.63373 0.093972 0 1 0 0 0
0.78026 0.25449 0 1 0 0 0
0.092398 0.59522 0 1 0 0 0
0.29072 0.97072 0 1 0 0 0
0.41907 0.87125 0 1 0 0 0
0.64033 0.29844 0 1 0 0 0
0.43655 0.92328 0 1 0 0 0
0.11155 0.61442 0 1 0 0 0
0.29481 0.78418 0 1 0 0 0
0.74931 0.3644 0 1 0 0 0
0.45941 0.98241 0 1 0 0 0
0.056894 0.71508 0 1 0 0 0
0.41558 0.86232 0 1 0 0 0
0.19841 0.65001 0 1 0 0 0
0.95063 0.788 0 0 0 0 1
0.89699 0.95793 0 0 0 0 1
0.13844 0.057069 0 0 0 0 1
0.9881 0.87372 0 0 0 0 1
0.024496 0.20777 0 0 0 0 1
0.77038 0.90998 0 0 0 0 1
0.05999 0.052366 0 0 0 0 1
0.80414 0.9634 0 0 0 0 1
0.78835 0.57312 0 0 1 0 0
0.52025 0.49366 0 0 1 0 0
0.39702 0.52786 0 0 1 0 0
0.4192 0.218 0 0 1 0 0
0.77524 0.46723 0 0 1 0 0
0.23393 0.46577 0 0 1 0 0
0.68317 0.59547 0 0 1 0 0
0.61177 0.66819 0 0 1 0 0
0.50191 0.77276 0 0 1 0 0
0.45782 0.04314 0 0 1 0 0
0.50088 0.84141 0 0 1 0 0
0.48329 0.92331 0 0 1 0 0
0.7423 0.51129 0 0 1 0 0
0.45343 0.1214 0 0 1 0 0
0.092472 0.47247 0 0 1 0 0
0.34283 0.51525 0 0 1 0 0
0.51963 0.12806 0 0 1 0 0
0.64364 0.61377 0 0 1 0 0
0.23028 0.45541 0 0 1 0 0
0.47602 0.29086 0 0 1 0 0
0.93034 0.11308 1 0 0 0 0
0.74216 0.011303 1 0 0 0 0
0.1538 0.90922 1 0 0 0 0
0.14351 0.78392 1 0 0 0 0
0.93545 0.073785 1 0 0 0 0
0.90364 0.008141 1 0 0 0 0
